|++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++|
|                               Flv Tag Info                                         |
|++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++|
|TagNum    |TagType   |TagSize    |TimeStamp   |timeStampExt |TimeStampSub |StreamID |
|       529|         8|        163|     3321231|            0|           22|        0|
|       530|         9|       2462|     3321169|            0|           40|        0|
|       531|         8|        171|     3321252|            0|           21|        0|
|       532|         8|        165|     3321273|            0|           21|        0|
|       533|         9|       1825|     3321209|            0|           40|        0|
|       534|         8|        164|     3321295|            0|           22|        0|
|       535|         8|        160|     3321316|            0|           21|        0|
|       536|         9|       1861|     3321249|            0|           40|        0|
|       537|         8|        165|     3321337|            0|           21|        0|
|       538|         8|        163|     3321358|            0|           21|        0|
|       539|         9|       1868|     3321289|            0|           40|        0|
|       540|         8|        165|     3321380|            0|           22|        0|
|       541|         9|       1874|     3321329|            0|           40|        0|
|       542|         8|        168|     3321401|            0|           21|        0|
|       543|         8|        159|     3321423|            0|           22|        0|
|       544|         8|        165|     3321444|            0|           21|        0|
|       545|         9|       1983|     3321369|            0|           40|        0|
|       546|         8|        163|     3321465|            0|           21|        0|
|       547|         9|       2007|     3321409|            0|           40|        0|
|       548|         8|        163|     3321487|            0|           22|        0|
|       549|         8|        158|     3321508|            0|           21|        0|
|       550|         9|       1798|     3321449|            0|           40|        0|
|       551|         8|        161|     3321529|            0|           21|        0|
|       552|         8|        163|     3321550|            0|           21|        0|
|       553|         9|       1977|     3321489|            0|           40|        0|
|       554|         8|        163|     3321572|            0|           22|        0|
|       555|         8|        254|     3321593|            0|           21|        0|
|       556|         9|       2074|     3321529|            0|           40|        0|
|       557|         8|        178|     3321615|            0|           22|        0|
|       558|         8|        178|     3321636|            0|           21|        0|
|       559|         9|       2089|     3321569|            0|           40|        0|
|       560|         8|        167|     3321657|            0|           21|        0|
|       561|         8|        267|     3321679|            0|           22|        0|
|       562|         9|       2064|     3321609|            0|           40|        0|
|       563|         8|        182|     3321700|            0|           21|        0|
|       564|         8|        177|     3321721|            0|           21|        0|
|       565|         9|       1968|     3321649|            0|           40|        0|
|       566|         8|        170|     3321742|            0|           21|        0|
|       567|         8|        172|     3321764|            0|           22|        0|
|       568|         9|       2020|     3321689|            0|           40|        0|
|       569|         8|        163|     3321785|            0|           21|        0|
|       570|         9|       2000|     3321729|            0|           40|        0|
|       571|         8|        158|     3321807|            0|           22|        0|
|       572|         8|        158|     3321828|            0|           21|        0|
|       573|         9|       2424|     3321769|            0|           40|        0|
|       574|         8|        165|     3321849|            0|           21|        0|
|       575|         8|        167|     3321871|            0|           22|        0|
|       576|         9|       2598|     3321809|            0|           40|        0|
|       577|         8|        163|     3321892|            0|           21|        0|
|       578|         8|        163|     3321913|            0|           21|        0|
|       579|         9|       2584|     3321849|            0|           40|        0|
|       580|         8|        162|     3321935|            0|           22|        0|
|       581|         8|        161|     3321956|            0|           21|        0|
|       582|         9|       3803|     3321889|            0|           40|        0|
|       583|         8|        162|     3321977|            0|           21|        0|
|       584|         8|        162|     3321999|            0|           22|        0|
|       585|         9|       3375|     3321929|            0|           40|        0|
|       586|         8|        157|     3322020|            0|           21|        0|
|       587|         8|        169|     3322041|            0|           21|        0|
|       588|         9|       3159|     3321969|            0|           40|        0|
|       589|         8|        168|     3322063|            0|           22|        0|
|       590|         8|        163|     3322084|            0|           21|        0|
|       591|         9|       4048|     3322009|            0|           40|        0|
|       592|         8|        160|     3322105|            0|           21|        0|
|       593|         9|       2799|     3322049|            0|           40|        0|
|       594|         8|        165|     3322127|            0|           22|        0|
|       595|         8|        166|     3322148|            0|           21|        0|
|       596|         9|       2793|     3322089|            0|           40|        0|
|       597|         8|        165|     3322169|            0|           21|        0|
|       598|         8|        167|     3322191|            0|           22|        0|
|       599|         9|       4384|     3322129|            0|           40|        0|
|       600|         8|        170|     3322212|            0|           21|        0|
|       601|         8|        173|     3322233|            0|           21|        0|
|       602|         9|       3899|     3322169|            0|           40|        0|
|       603|         8|        167|     3322255|            0|           22|        0|
|       604|         8|        168|     3322276|            0|           21|        0|
|       605|         9|       5391|     3322209|            0|           40|        0|
|       606|         8|        159|     3322297|            0|           21|        0|
|       607|         8|        159|     3322319|            0|           22|        0|
|       608|         9|       6678|     3322249|            0|           40|        0|
|       609|         8|        174|     3322340|            0|           21|        0|
|       610|         8|        166|     3322361|            0|           21|        0|
|       611|         9|       8224|     3322289|            0|           40|        0|
|       612|         8|        163|     3322383|            0|           22|        0|
|       613|         9|       6429|     3322329|            0|           40|        0|
|       614|         8|        168|     3322404|            0|           21|        0|
|       615|         8|        168|     3322425|            0|           21|        0|
|       616|         9|       6511|     3322369|            0|           40|        0|
|       617|         8|        165|     3322447|            0|           22|        0|
|       618|         8|        164|     3322468|            0|           21|        0|
|       619|         9|       4849|     3322409|            0|           40|        0|
|       620|         8|        167|     3322489|            0|           21|        0|
|       621|         8|        159|     3322511|            0|           22|        0|
|       622|         9|       6349|     3322449|            0|           40|        0|
|       623|         8|        157|     3322532|            0|           21|        0|
|       624|         8|        165|     3322553|            0|           21|        0|
|       625|         9|       5631|     3322489|            0|           40|        0|
|       626|         8|        164|     3322575|            0|           22|        0|
|       627|         8|        159|     3322596|            0|           21|        0|
|       628|         9|       4904|     3322529|            0|           40|        0|
|       629|         8|        163|     3322617|            0|           21|        0|
|       630|         8|        157|     3322639|            0|           22|        0|
|       631|         9|       4566|     3322569|            0|           40|        0|
|       632|         8|        161|     3322660|            0|           21|        0|
|       633|         8|        159|     3322681|            0|           21|        0|
|       634|         9|       4323|     3322609|            0|           40|        0|
|       635|         8|        155|     3322703|            0|           22|        0|
|       636|         8|        155|     3322724|            0|           21|        0|
|       637|         9|       5575|     3322649|            0|           40|        0|
|       638|         8|        165|     3322745|            0|           21|        0|
|       639|         9|       4875|     3322689|            0|           40|        0|
|       640|         8|        156|     3322767|            0|           22|        0|
|       641|         8|        164|     3322788|            0|           21|        0|
|       642|         9|       4791|     3322729|            0|           40|        0|
|       643|         8|        162|     3322809|            0|           21|        0|
|       644|         8|        162|     3322831|            0|           22|        0|
|       645|         9|       4518|     3322769|            0|           40|        0|
|       646|         8|        161|     3322852|            0|           21|        0|
|       647|         8|        173|     3322873|            0|           21|        0|
|       648|         9|       4599|     3322809|            0|           40|        0|
|       649|         8|        168|     3322895|            0|           22|        0|
|       650|         8|        165|     3322916|            0|           21|        0|
|       651|         9|       3419|     3322849|            0|           40|        0|
|       652|         8|        162|     3322937|            0|           21|        0|
|       653|         8|        164|     3322959|            0|           22|        0|
|       654|         9|       3468|     3322889|            0|           40|        0|
|       655|         8|        158|     3322980|            0|           21|        0|
|       656|         9|       3347|     3322929|            0|           40|        0|
|       657|         8|        164|     3323001|            0|           21|        0|
|       658|         8|        156|     3323023|            0|           22|        0|
|       659|         8|        162|     3323044|            0|           21|        0|
|       660|         9|       3689|     3322969|            0|           40|        0|
|       661|         8|        159|     3323065|            0|           21|        0|
|       662|         9|       3367|     3323009|            0|           40|        0|
|       663|         8|        161|     3323087|            0|           22|        0|
|       664|         8|        161|     3323108|            0|           21|        0|
|       665|         9|       3416|     3323049|            0|           40|        0|
|       666|         8|        162|     3323129|            0|           21|        0|
|       667|         8|        163|     3323150|            0|           21|        0|
|       668|         9|       4066|     3323089|            0|           40|        0|
|       669|         8|        280|     3323172|            0|           22|        0|
|       670|         8|        190|     3323193|            0|           21|        0|
|       671|         9|       4157|     3323129|            0|           40|        0|
|       672|         8|        176|     3323215|            0|           22|        0|
|       673|         8|        169|     3323236|            0|           21|        0|
|       674|         9|       4240|     3323169|            0|           40|        0|
|       675|         8|        169|     3323257|            0|           21|        0|
|       676|         8|        276|     3323279|            0|           22|        0|
|       677|         9|       4442|     3323209|            0|           40|        0|
|       678|         8|        181|     3323300|            0|           21|        0|
|       679|         9|       4273|     3323249|            0|           40|        0|
|       680|         8|        180|     3323321|            0|           21|        0|
|       681|         8|        172|     3323342|            0|           21|        0|
|       682|         9|       4228|     3323289|            0|           40|        0|
|       683|         8|        162|     3323364|            0|           22|        0|
|       684|         8|        162|     3323385|            0|           21|        0|
|       685|         9|       4546|     3323329|            0|           40|        0|
|       686|         8|        161|     3323407|            0|           22|        0|
|       687|         8|        166|     3323428|            0|           21|        0|
|       688|         9|       8647|     3323369|            0|           40|        0|
|       689|         8|        165|     3323449|            0|           21|        0|
|       690|         8|        168|     3323471|            0|           22|        0|
|       691|         9|       9302|     3323409|            0|           40|        0|
|       692|         8|        167|     3323492|            0|           21|        0|
|       693|         8|        167|     3323513|            0|           21|        0|
|       694|         9|      17655|     3323449|            0|           40|        0|
|       695|         8|        173|     3323534|            0|           21|        0|
|       696|         8|        160|     3323556|            0|           22|        0|
|       697|         9|       3040|     3323489|            0|           40|        0|
|       698|         8|        157|     3323577|            0|           21|        0|
|       699|         8|        161|     3323599|            0|           22|        0|
|       700|         9|       3409|     3323529|            0|           40|        0|
|       701|         8|        162|     3323620|            0|           21|        0|
|       702|         8|        156|     3323641|            0|           21|        0|
|       703|         9|       5018|     3323569|            0|           40|        0|
|       704|         8|        156|     3323663|            0|           22|        0|
|       705|         8|        164|     3323684|            0|           21|        0|
|       706|         9|       4713|     3323609|            0|           40|        0|
|       707|         8|        164|     3323705|            0|           21|        0|
|       708|         9|       3543|     3323649|            0|           40|        0|
|       709|         8|        163|     3323726|            0|           21|        0|
|       710|         8|        160|     3323748|            0|           22|        0|
|       711|         9|       4300|     3323689|            0|           40|        0|
|       712|         8|        152|     3323769|            0|           21|        0|
|       713|         8|        159|     3323791|            0|           22|        0|
|       714|         9|       4237|     3323729|            0|           40|        0|
|       715|         8|        158|     3323812|            0|           21|        0|
|       716|         8|        161|     3323833|            0|           21|        0|
|       717|         9|       5666|     3323769|            0|           40|        0|
|       718|         8|        160|     3323855|            0|           22|        0|
|       719|         8|        160|     3323876|            0|           21|        0|
|       720|         9|       5170|     3323809|            0|           40|        0|
|       721|         8|        156|     3323897|            0|           21|        0|
|       722|         8|        155|     3323918|            0|           21|        0|
|       723|         9|       4934|     3323849|            0|           40|        0|
|       724|         8|        159|     3323940|            0|           22|        0|
|       725|         8|        161|     3323961|            0|           21|        0|
|       726|         9|       4830|     3323889|            0|           40|        0|
|       727|         8|        159|     3323983|            0|           22|        0|
|       728|         9|       3641|     3323929|            0|           40|        0|
|       729|         8|        174|     3324004|            0|           21|        0|
|       730|         8|        158|     3324025|            0|           21|        0|
|       731|         9|       3731|     3323969|            0|           40|        0|
|       732|         8|        173|     3324047|            0|           22|        0|
|       733|         8|        161|     3324068|            0|           21|        0|
|       734|         9|       3877|     3324009|            0|           40|        0|
|       735|         8|        162|     3324089|            0|           21|        0|
|       736|         8|        158|     3324110|            0|           21|        0|
|       737|         9|       4058|     3324049|            0|           40|        0|
|       738|         8|        162|     3324132|            0|           22|        0|
|       739|         8|        155|     3324153|            0|           21|        0|
|       740|         9|       3661|     3324089|            0|           40|        0|
|       741|         8|        152|     3324175|            0|           22|        0|
|       742|         8|        162|     3324196|            0|           21|        0|
|       743|         9|       3724|     3324129|            0|           40|        0|
|       744|         8|        158|     3324217|            0|           21|        0|
|       745|         8|        155|     3324239|            0|           22|        0|
|       746|         9|       3957|     3324169|            0|           40|        0|
|       747|         8|        160|     3324260|            0|           21|        0|
|       748|         8|        162|     3324281|            0|           21|        0|
|       749|         9|       3216|     3324209|            0|           40|        0|
|       750|         8|        160|     3324302|            0|           21|        0|
|       751|         8|        157|     3324324|            0|           22|        0|
|       752|         9|       3048|     3324249|            0|           40|        0|
|       753|         8|        157|     3324345|            0|           21|        0|
|       754|         9|       3378|     3324289|            0|           40|        0|
|       755|         8|        161|     3324367|            0|           22|        0|
|       756|         8|        165|     3324388|            0|           21|        0|
|       757|         9|       2519|     3324329|            0|           40|        0|
|       758|         8|        162|     3324409|            0|           21|        0|
|       759|         8|        156|     3324431|            0|           22|        0|
|       760|         9|       1663|     3324369|            0|           40|        0|
|       761|         8|        157|     3324452|            0|           21|        0|
|       762|         8|        162|     3324473|            0|           21|        0|
|       763|         9|       2746|     3324409|            0|           40|        0|
|       764|         8|        155|     3324494|            0|           21|        0|
|       765|         8|        157|     3324516|            0|           22|        0|
|       766|         9|       2206|     3324449|            0|           40|        0|
|       767|         8|        160|     3324537|            0|           21|        0|
|       768|         8|        153|     3324559|            0|           22|        0|
|       769|         9|       3506|     3324489|            0|           40|        0|
|       770|         8|        163|     3324580|            0|           21|        0|
|       771|         8|        156|     3324601|            0|           21|        0|
|       772|         9|       4524|     3324529|            0|           40|        0|
|       773|         8|        159|     3324623|            0|           22|        0|
|       774|         8|        159|     3324644|            0|           21|        0|
|       775|         9|       2839|     3324569|            0|           40|        0|
|       776|         8|        156|     3324665|            0|           21|        0|
|       777|         9|       2978|     3324609|            0|           40|        0|
|       778|         8|        160|     3324686|            0|           21|        0|
|       779|         8|        156|     3324708|            0|           22|        0|
|       780|         9|       3774|     3324648|            0|           39|        0|
|       781|         8|        157|     3324729|            0|           21|        0|
|       782|         8|        162|     3324751|            0|           22|        0|
|       783|         9|       3041|     3324688|            0|           40|        0|
|       784|         8|        160|     3324772|            0|           21|        0|
|       785|         8|        158|     3324793|            0|           21|        0|
|       786|         9|       3304|     3324728|            0|           40|        0|
|       787|         8|        153|     3324815|            0|           22|        0|
|       788|         8|        155|     3324836|            0|           21|        0|
|       789|         9|       4298|     3324768|            0|           40|        0|
|       790|         8|        153|     3324857|            0|           21|        0|
|       791|         9|       3200|     3324808|            0|           40|        0|
|       792|         8|        157|     3324878|            0|           21|        0|
|       793|         8|        161|     3324900|            0|           22|        0|
|       794|         9|       3365|     3324848|            0|           40|        0|
|       795|         8|        161|     3324921|            0|           21|        0|
|       796|         8|        157|     3324943|            0|           22|        0|
|       797|         9|       4392|     3324888|            0|           40|        0|
|       798|         8|        161|     3324964|            0|           21|        0|
|       799|         8|        275|     3324985|            0|           21|        0|
|       800|         9|       3511|     3324928|            0|           40|        0|
|       801|         8|        182|     3325007|            0|           22|        0|
|       802|         8|        167|     3325028|            0|           21|        0|
|       803|         9|       3354|     3324968|            0|           40|        0|
|       804|         8|        235|     3325049|            0|           21|        0|
|       805|         8|        235|     3325070|            0|           21|        0|
|       806|         9|       3894|     3325008|            0|           40|        0|
|       807|         8|        169|     3325092|            0|           22|        0|
|       808|         8|        165|     3325113|            0|           21|        0|
|       809|         9|       3369|     3325048|            0|           40|        0|
|       810|         8|        163|     3325135|            0|           22|        0|
|       811|         8|        252|     3325156|            0|           21|        0|
|       812|         9|       3473|     3325088|            0|           40|        0|
|       813|         8|        177|     3325177|            0|           21|        0|
|       814|         8|        174|     3325199|            0|           22|        0|
|       815|         9|       4253|     3325128|            0|           40|        0|
|       816|         8|        165|     3325220|            0|           21|        0|
|       817|         9|       3328|     3325168|            0|           40|        0|
|       818|         8|        273|     3325241|            0|           21|        0|
|       819|         8|        175|     3325262|            0|           21|        0|
|       820|         8|        179|     3325284|            0|           22|        0|
|       821|         9|       3324|     3325208|            0|           40|        0|
|       822|         8|        180|     3325305|            0|           21|        0|
|       823|         9|       3622|     3325248|            0|           40|        0|
|       824|         8|        173|     3325327|            0|           22|        0|
|       825|         8|        163|     3325348|            0|           21|        0|
|       826|         9|       2773|     3325288|            0|           40|        0|
|       827|         8|        161|     3325369|            0|           21|        0|
|       828|         8|        158|     3325391|            0|           22|        0|
|       829|         9|       2898|     3325328|            0|           40|        0|
|       830|         8|        160|     3325412|            0|           21|        0|
|       831|         8|        161|     3325433|            0|           21|        0|
|       832|         9|       4235|     3325368|            0|           40|        0|
|       833|         8|        154|     3325454|            0|           21|        0|
|       834|         8|        153|     3325476|            0|           22|        0|
|       835|         9|       4146|     3325408|            0|           40|        0|
|       836|         8|        157|     3325497|            0|           21|        0|
|       837|         8|        163|     3325519|            0|           22|        0|
|       838|         9|       5228|     3325448|            0|           40|        0|
|       839|         8|        155|     3325540|            0|           21|        0|
|       840|         8|        162|     3325561|            0|           21|        0|
|       841|         9|       6303|     3325488|            0|           40|        0|
|       842|         8|        163|     3325583|            0|           22|        0|
|       843|         8|        160|     3325604|            0|           21|        0|
|       844|         9|       7586|     3325528|            0|           40|        0|
|       845|         8|        161|     3325625|            0|           21|        0|
|       846|         9|       6980|     3325568|            0|           40|        0|
|       847|         8|        156|     3325646|            0|           21|        0|
|       848|         8|        153|     3325668|            0|           22|        0|
|       849|         9|       7207|     3325608|            0|           40|        0|
|       850|         8|        183|     3325689|            0|           21|        0|
|       851|         8|        159|     3325711|            0|           22|        0|
|       852|         9|       5739|     3325648|            0|           40|        0|
|       853|         8|        169|     3325732|            0|           21|        0|
|       854|         8|        164|     3325753|            0|           21|        0|
|       855|         9|       5922|     3325688|            0|           40|        0|
|       856|         8|        159|     3325775|            0|           22|        0|
|       857|         8|        160|     3325796|            0|           21|        0|
|       858|         9|       5409|     3325728|            0|           40|        0|
|       859|         8|        156|     3325817|            0|           21|        0|
|       860|         8|        154|     3325838|            0|           21|        0|
|       861|         9|       5181|     3325768|            0|           40|        0|
|       862|         8|        158|     3325860|            0|           22|        0|
|       863|         9|       5222|     3325808|            0|           40|        0|
|       864|         8|        163|     3325881|            0|           21|        0|
|       865|         8|        158|     3325903|            0|           22|        0|
|       866|         9|      17082|     3325848|            0|           40|        0|
|       867|         8|        166|     3325924|            0|           21|        0|
|       868|         8|        158|     3325945|            0|           21|        0|
|       869|         9|       5518|     3325888|            0|           40|        0|
|       870|         8|        151|     3325967|            0|           22|        0|
|       871|         8|        296|     3325988|            0|           21|        0|
|       872|         9|       5510|     3325928|            0|           40|        0|
|       873|         8|        183|     3326009|            0|           21|        0|
|       874|         8|        173|     3326031|            0|           22|        0|
|       875|         9|       5532|     3325968|            0|           40|        0|
|       876|         8|        168|     3326052|            0|           21|        0|
|       877|         8|        167|     3326073|            0|           21|        0|
|       878|         9|       5818|     3326008|            0|           40|        0|
|       879|         8|        259|     3326095|            0|           22|        0|
|       880|         8|        193|     3326116|            0|           21|        0|
|       881|         9|       6964|     3326048|            0|           40|        0|
|       882|         8|        175|     3326137|            0|           21|        0|
|       883|         8|        176|     3326159|            0|           22|        0|
|       884|         9|      11024|     3326088|            0|           40|        0|
|       885|         8|        163|     3326180|            0|           21|        0|
|       886|         9|       7008|     3326128|            0|           40|        0|
|       887|         8|        158|     3326201|            0|           21|        0|
|       888|         8|        158|     3326223|            0|           22|        0|
|       889|         9|       6627|     3326168|            0|           40|        0|
|       890|         8|        163|     3326244|            0|           21|        0|
|       891|         8|        178|     3326265|            0|           21|        0|
|       892|         9|       6449|     3326208|            0|           40|        0|
|       893|         8|        175|     3326287|            0|           22|        0|
|       894|         8|        180|     3326308|            0|           21|        0|
|       895|         9|       5550|     3326248|            0|           40|        0|
|       896|         8|        172|     3326329|            0|           21|        0|
|       897|         8|        172|     3326351|            0|           22|        0|
|       898|         9|       5258|     3326288|            0|           40|        0|
|       899|         8|        162|     3326372|            0|           21|        0|
|       900|         8|        154|     3326393|            0|           21|        0|
|       901|         9|       6239|     3326328|            0|           40|        0|
|       902|         8|        159|     3326415|            0|           22|        0|
|       903|         8|        156|     3326436|            0|           21|        0|
|       904|         9|       5047|     3326368|            0|           40|        0|
|       905|         8|        159|     3326457|            0|           21|        0|
|       906|         8|        157|     3326479|            0|           22|        0|
|       907|         9|       4734|     3326408|            0|           40|        0|
|       908|         8|        158|     3326500|            0|           21|        0|
|       909|         9|       5010|     3326448|            0|           40|        0|
|       910|         8|        158|     3326521|            0|           21|        0|
|       911|         8|        163|     3326543|            0|           22|        0|
|       912|         8|        168|     3326564|            0|           21|        0|
|       913|         9|       5482|     3326488|            0|           40|        0|
|       914|         8|        159|     3326585|            0|           21|        0|
|       915|         9|       6258|     3326528|            0|           40|        0|
|       916|         8|        171|     3326607|            0|           22|        0|
|       917|         8|        157|     3326628|            0|           21|        0|
|       918|         9|       6343|     3326568|            0|           40|        0|
|       919|         8|        166|     3326649|            0|           21|        0|
|       920|         8|        162|     3326671|            0|           22|        0|
|       921|         9|       6075|     3326608|            0|           40|        0|
|       922|         8|        166|     3326692|            0|           21|        0|
|       923|         8|        163|     3326713|            0|           21|        0|
|       924|         9|       5155|     3326648|            0|           40|        0|
|       925|         8|        155|     3326735|            0|           22|        0|
|       926|         8|        161|     3326756|            0|           21|        0|
|       927|         9|       5894|     3326688|            0|           40|        0|
|       928|         8|        165|     3326777|            0|           21|        0|
|       929|         8|        164|     3326799|            0|           22|        0|
|       930|         9|       5985|     3326728|            0|           40|        0|
|       931|         8|        163|     3326820|            0|           21|        0|
|       932|         9|       6085|     3326768|            0|           40|        0|
|       933|         8|        158|     3326841|            0|           21|        0|
|       934|         8|        155|     3326863|            0|           22|        0|
|       935|         9|       6238|     3326808|            0|           40|        0|
|       936|         8|        162|     3326884|            0|           21|        0|
|       937|         8|        162|     3326905|            0|           21|        0|
|       938|         9|       6453|     3326848|            0|           40|        0|
|       939|         8|        158|     3326927|            0|           22|        0|
|       940|         8|        161|     3326948|            0|           21|        0|
|       941|         9|       6607|     3326888|            0|           40|        0|
|       942|         8|        159|     3326969|            0|           21|        0|
|       943|         8|        161|     3326991|            0|           22|        0|
|       944|         9|       4720|     3326928|            0|           40|        0|
|       945|         8|        159|     3327012|            0|           21|        0|
|       946|         8|        165|     3327033|            0|           21|        0|
|       947|         9|       6354|     3326968|            0|           40|        0|
|       948|         8|        159|     3327055|            0|           22|        0|
|       949|         8|        158|     3327076|            0|           21|        0|
|       950|         9|       4429|     3327008|            0|           40|        0|
|       951|         8|        157|     3327097|            0|           21|        0|
|       952|         8|        160|     3327119|            0|           22|        0|
|       953|         9|       6022|     3327048|            0|           40|        0|
|       954|         8|        160|     3327140|            0|           21|        0|
|       955|         8|        156|     3327161|            0|           21|        0|
|       956|         9|       5408|     3327088|            0|           40|        0|
|       957|         8|        163|     3327183|            0|           22|        0|
|       958|         8|        161|     3327204|            0|           21|        0|
|       959|         9|       5136|     3327128|            0|           40|        0|
|       960|         8|        157|     3327225|            0|           21|        0|
|       961|         9|       5308|     3327168|            0|           40|        0|
|       962|         8|        158|     3327246|            0|           21|        0|
|       963|         8|        161|     3327268|            0|           22|        0|
|       964|         9|       5355|     3327208|            0|           40|        0|
|       965|         8|        159|     3327289|            0|           21|        0|
|       966|         8|        150|     3327311|            0|           22|        0|
|       967|         9|       5487|     3327248|            0|           40|        0|
|       968|         8|        159|     3327332|            0|           21|        0|
|       969|         8|        158|     3327353|            0|           21|        0|
|       970|         9|       5865|     3327288|            0|           40|        0|
|       971|         8|        163|     3327375|            0|           22|        0|
|       972|         8|        159|     3327396|            0|           21|        0|
|       973|         9|       6528|     3327328|            0|           40|        0|
|       974|         8|        162|     3327417|            0|           21|        0|
|       975|         8|        160|     3327438|            0|           21|        0|
|       976|         9|       6809|     3327368|            0|           40|        0|
|       977|         8|        169|     3327460|            0|           22|        0|
|       978|         8|        166|     3327481|            0|           21|        0|
|       979|         9|       6890|     3327408|            0|           40|        0|
|       980|         8|        162|     3327503|            0|           22|        0|
|       981|         8|        172|     3327524|            0|           21|        0|
|       982|         9|       5081|     3327448|            0|           40|        0|
|       983|         8|        168|     3327545|            0|           21|        0|
|       984|         9|       5222|     3327488|            0|           40|        0|
|       985|         8|        159|     3327567|            0|           22|        0|
|       986|         8|        158|     3327588|            0|           21|        0|
|       987|         9|       4834|     3327528|            0|           40|        0|
|       988|         8|        181|     3327609|            0|           21|        0|
|       989|         8|        167|     3327630|            0|           21|        0|
|       990|         9|       6060|     3327568|            0|           40|        0|
|       991|         8|        154|     3327652|            0|           22|        0|
|       992|         8|        174|     3327673|            0|           21|        0|
|       993|         9|       5330|     3327608|            0|           40|        0|
|       994|         8|        168|     3327695|            0|           22|        0|
|       995|         8|        154|     3327716|            0|           21|        0|
|       996|         9|       5635|     3327648|            0|           40|        0|
|       997|         8|        163|     3327737|            0|           21|        0|
|       998|         8|        159|     3327759|            0|           22|        0|
|       999|         9|       5642|     3327688|            0|           40|        0|
|      1000|         8|        162|     3327780|            0|           21|        0|
|      1001|         9|       5702|     3327728|            0|           40|        0|
|      1002|         8|        160|     3327801|            0|           21|        0|
|      1003|         8|        161|     3327822|            0|           21|        0|
|      1004|         9|       6040|     3327768|            0|           40|        0|
|      1005|         8|        175|     3327844|            0|           22|        0|
|      1006|         8|        164|     3327865|            0|           21|        0|
|      1007|         9|       5769|     3327808|            0|           40|        0|
|      1008|         8|        163|     3327887|            0|           22|        0|
|      1009|         8|        165|     3327908|            0|           21|        0|
|      1010|         9|       5576|     3327848|            0|           40|        0|
|      1011|         8|        173|     3327929|            0|           21|        0|
|      1012|         8|        159|     3327951|            0|           22|        0|
|      1013|         9|       5748|     3327888|            0|           40|        0|
|      1014|         8|        158|     3327972|            0|           21|        0|
|      1015|         8|        160|     3327993|            0|           21|        0|
|      1016|         9|       5587|     3327928|            0|           40|        0|
|      1017|         8|        162|     3328014|            0|           21|        0|
|      1018|         8|        159|     3328036|            0|           22|        0|
|      1019|         9|       5542|     3327968|            0|           40|        0|
|      1020|         8|        153|     3328057|            0|           21|        0|
|      1021|         8|        165|     3328079|            0|           22|        0|
|      1022|         9|       5402|     3328008|            0|           40|        0|
|      1023|         8|        162|     3328100|            0|           21|        0|
|      1024|         8|        162|     3328121|            0|           21|        0|
|      1025|         9|       5061|     3328048|            0|           40|        0|
|      1026|         8|        159|     3328143|            0|           22|        0|
|      1027|         8|        158|     3328164|            0|           21|        0|
|      1028|         9|       4726|     3328088|            0|           40|        0|
|      1029|         8|        159|     3328185|            0|           21|        0|
|      1030|         9|       4659|     3328128|            0|           40|        0|
|      1031|         8|        153|     3328206|            0|           21|        0|
|      1032|         8|        157|     3328228|            0|           22|        0|
|      1033|         9|       4581|     3328168|            0|           40|        0|
|      1034|         8|        163|     3328249|            0|           21|        0|
|      1035|         8|        158|     3328271|            0|           22|        0|
|      1036|         9|       4324|     3328208|            0|           40|        0|
|      1037|         8|        156|     3328292|            0|           21|        0|
|      1038|         8|        157|     3328313|            0|           21|        0|
|      1039|         9|      17298|     3328248|            0|           40|        0|
|      1040|         8|        162|     3328335|            0|           22|        0|
|      1041|         8|        156|     3328356|            0|           21|        0|
|      1042|         9|       4430|     3328288|            0|           40|        0|
|      1043|         8|        155|     3328377|            0|           21|        0|
|      1044|         8|        156|     3328398|            0|           21|        0|
|      1045|         9|       4720|     3328328|            0|           40|        0|
|      1046|         8|        157|     3328420|            0|           22|        0|
|      1047|         8|        158|     3328441|            0|           21|        0|
|      1048|         9|       4773|     3328368|            0|           40|        0|
|      1049|         8|        159|     3328463|            0|           22|        0|
|      1050|         8|        154|     3328484|            0|           21|        0|
|      1051|         9|       4864|     3328408|            0|           40|        0|
|      1052|         8|        152|     3328505|            0|           21|        0|
|      1053|         9|       4675|     3328448|            0|           40|        0|
|      1054|         8|        161|     3328527|            0|           22|        0|
|      1055|         8|        158|     3328548|            0|           21|        0|
|      1056|         9|       4879|     3328488|            0|           40|        0|
|      1057|         8|        163|     3328569|            0|           21|        0|
|      1058|         8|        161|     3328590|            0|           21|        0|
|      1059|         9|       4679|     3328528|            0|           40|        0|
|      1060|         8|        153|     3328612|            0|           22|        0|
|      1061|         8|        160|     3328633|            0|           21|        0|
|      1062|         9|       4810|     3328568|            0|           40|        0|
|      1063|         8|        157|     3328655|            0|           22|        0|
|      1064|         8|        157|     3328676|            0|           21|        0|
|      1065|         9|       4856|     3328608|            0|           40|        0|
|      1066|         8|        162|     3328697|            0|           21|        0|
|      1067|         8|        160|     3328719|            0|           22|        0|
|      1068|         9|       4877|     3328648|            0|           40|        0|
|      1069|         8|        159|     3328740|            0|           21|        0|
|      1070|         8|        158|     3328761|            0|           21|        0|
|      1071|         9|       4888|     3328688|            0|           40|        0|
